,date,time,pm_val
2067,2023/11/27,3,32
2068,2023/11/27,4,31
2069,2023/11/27,5,23
2070,2023/11/27,6,27
2071,2023/11/27,7,41
2072,2023/11/27,8,23
2073,2023/11/27,9,22
2074,2023/11/27,10,18
2075,2023/11/27,11,25
2076,2023/11/27,12,29
2077,2023/11/27,13,32
2078,2023/11/27,14,28
2079,2023/11/27,15,26
2080,2023/11/27,16,26
2081,2023/11/27,17,34
2082,2023/11/27,18,39
2083,2023/11/27,19,28
2084,2023/11/27,20,31
2085,2023/11/27,21,27
2086,2023/11/27,22,23
2087,2023/11/27,23,23
2088,2023/11/28,0,22
2089,2023/11/28,1,21
2090,2023/11/28,2,19
2091,2023/11/28,3,25
2092,2023/11/28,4,21
2093,2023/11/28,5,21
2094,2023/11/28,6,18
2095,2023/11/28,7,24
2096,2023/11/28,8,14
2097,2023/11/28,9,21
2098,2023/11/28,10,23
2099,2023/11/28,11,27
2100,2023/11/28,12,23
2101,2023/11/28,13,23
2102,2023/11/28,14,29
2103,2023/11/28,15,29
2104,2023/11/28,16,29
2105,2023/11/28,17,40
2106,2023/11/28,18,34
2107,2023/11/28,19,42
2108,2023/11/28,20,35
2109,2023/11/28,21,44
2110,2023/11/28,22,34
2111,2023/11/28,23,30
2112,2023/11/29,0,26
2113,2023/11/29,1,31
2114,2023/11/29,2,28
2115,2023/11/29,3,25
2116,2023/11/29,4,26
2117,2023/11/29,5,25
2118,2023/11/29,6,25
2119,2023/11/29,7,27
2120,2023/11/29,8,25
2121,2023/11/29,9,21
2122,2023/11/29,10,24
2123,2023/11/29,11,27
2124,2023/11/29,12,25
2125,2023/11/29,13,42
2126,2023/11/29,14,40
2127,2023/11/29,15,40
2128,2023/11/29,16,29
2129,2023/11/29,17,26
2130,2023/11/29,18,30
2131,2023/11/29,19,32
2132,2023/11/29,20,36
2133,2023/11/29,21,27
2134,2023/11/29,22,36
2135,2023/11/29,23,31
2136,2023/11/30,0,19
2137,2023/11/30,1,27
2138,2023/11/30,2,26
2139,2023/11/30,3,25
2140,2023/11/30,4,27
2141,2023/11/30,5,30
2142,2023/11/30,6,26
2143,2023/11/30,7,27
2144,2023/11/30,8,29
2145,2023/11/30,9,23
2146,2023/11/30,10,27
2147,2023/11/30,11,29
2148,2023/11/30,12,16
2149,2023/11/30,13,32
2150,2023/11/30,14,33
2151,2023/11/30,15,30
2152,2023/11/30,16,28
2153,2023/11/30,17,29
2154,2023/11/30,18,30
2155,2023/11/30,19,33
2156,2023/11/30,20,30
2157,2023/11/30,21,24
2158,2023/11/30,22,25
2159,2023/11/30,23,18
2160,2023/12/01,0,20
2161,2023/12/01,1,22
2162,2023/12/01,2,19
2163,2023/12/01,3,18
2164,2023/12/01,4,14
2165,2023/12/01,5,16
2166,2023/12/01,6,13
2167,2023/12/01,7,10
2168,2023/12/01,8,12
2169,2023/12/01,9,15
2170,2023/12/01,10,16
2171,2023/12/01,11,17
2172,2023/12/01,12,22
2173,2023/12/01,13,22
2174,2023/12/01,14,22
2175,2023/12/01,15,20
2176,2023/12/01,16,14
2177,2023/12/01,17,13
2178,2023/12/01,18,30
2179,2023/12/01,19,13
2180,2023/12/01,20,13
2181,2023/12/01,21,12
2182,2023/12/01,22,11
2183,2023/12/01,23,11
2184,2023/12/02,0,14
2185,2023/12/02,1,14
2186,2023/12/02,2,10
2187,2023/12/02,3,12
2188,2023/12/02,4,10
2189,2023/12/02,5,9
2190,2023/12/02,6,11
2191,2023/12/02,7,9
2192,2023/12/02,8,8
2193,2023/12/02,9,15
2194,2023/12/02,10,21
2195,2023/12/02,11,31
2196,2023/12/02,12,30
2197,2023/12/02,13,33
2198,2023/12/02,14,34
2199,2023/12/02,15,38
2200,2023/12/02,16,22
2201,2023/12/02,17,27
2202,2023/12/02,18,27
2203,2023/12/02,19,31
2204,2023/12/02,20,28
2205,2023/12/02,21,31
2206,2023/12/02,22,26
2207,2023/12/02,23,30
2208,2023/12/03,0,30
2209,2023/12/03,1,26
2210,2023/12/03,2,25
2211,2023/12/03,3,18
2212,2023/12/03,4,24
2213,2023/12/03,5,22
2214,2023/12/03,6,25
2215,2023/12/03,7,25
2216,2023/12/03,8,24
2217,2023/12/03,9,32
2218,2023/12/03,10,32
2219,2023/12/03,11,41
2220,2023/12/03,12,50
2221,2023/12/03,13,40
2222,2023/12/03,14,37
2223,2023/12/03,15,36
2224,2023/12/03,16,30
2225,2023/12/03,17,31
2226,2023/12/03,18,32
2227,2023/12/03,19,31
2228,2023/12/03,20,19
2229,2023/12/03,21,17
2230,2023/12/03,22,22
2231,2023/12/03,23,20
2232,2023/12/04,0,24
2233,2023/12/04,1,25
2234,2023/12/04,2,21
2235,2023/12/04,3,19
2236,2023/12/04,4,21
2237,2023/12/04,5,22
2238,2023/12/04,6,22
2239,2023/12/04,7,23
2240,2023/12/04,8,21
2241,2023/12/04,9,25
2242,2023/12/04,10,15
2243,2023/12/04,11,9
2244,2023/12/04,12,10
2245,2023/12/04,13,11
2246,2023/12/04,14,9
2247,2023/12/04,15,8
2248,2023/12/04,16,8
2249,2023/12/04,17,4
2250,2023/12/04,18,5
2251,2023/12/04,19,9
2252,2023/12/04,20,8
2253,2023/12/04,21,5
2254,2023/12/04,22,5
2255,2023/12/04,23,5
2256,2023/12/05,0,5
2257,2023/12/05,1,9
2258,2023/12/05,2,13
2259,2023/12/05,3,18
2260,2023/12/05,4,10
2261,2023/12/05,5,12
2262,2023/12/05,6,12
2263,2023/12/05,7,13
2264,2023/12/05,8,11
2265,2023/12/05,9,9
2266,2023/12/05,10,10
2267,2023/12/05,11,12
2268,2023/12/05,12,16
2269,2023/12/05,13,22
2270,2023/12/05,14,24
2271,2023/12/05,15,20
2272,2023/12/05,16,18
2273,2023/12/05,17,17
2274,2023/12/05,18,25
2275,2023/12/05,19,18
2276,2023/12/05,20,20
2277,2023/12/05,21,25
2278,2023/12/05,22,16
2279,2023/12/05,23,21
2280,2023/12/06,0,26
2281,2023/12/06,1,29
2282,2023/12/06,2,23
2283,2023/12/06,3,25
2284,2023/12/06,4,26
2285,2023/12/06,5,25
2286,2023/12/06,6,29
2287,2023/12/06,7,25
2288,2023/12/06,8,33
2289,2023/12/06,9,33
2290,2023/12/06,10,37
2291,2023/12/06,11,39
2292,2023/12/06,12,46
2293,2023/12/06,13,42
2294,2023/12/06,14,31
2295,2023/12/06,15,27
2296,2023/12/06,16,33
2297,2023/12/06,17,26
2298,2023/12/06,18,32
2299,2023/12/06,19,28
2300,2023/12/06,20,22
2301,2023/12/06,21,24
2302,2023/12/06,22,26
2303,2023/12/06,23,26
2304,2023/12/07,0,22
2305,2023/12/07,1,15
2306,2023/12/07,2,16
2307,2023/12/07,3,14
2308,2023/12/07,4,17
2309,2023/12/07,5,19
2310,2023/12/07,6,19
2311,2023/12/07,7,16
2312,2023/12/07,8,15
2313,2023/12/07,9,27
2314,2023/12/07,10,14
2315,2023/12/07,11,17
2316,2023/12/07,12,22
2317,2023/12/07,13,23
2318,2023/12/07,14,24
2319,2023/12/07,15,23
2320,2023/12/07,16,25
2321,2023/12/07,17,33
2322,2023/12/07,18,30
2323,2023/12/07,19,30
2324,2023/12/07,20,32
2325,2023/12/07,21,29
2326,2023/12/07,22,28
2327,2023/12/07,23,27
2328,2023/12/08,0,26
2329,2023/12/08,1,32
2330,2023/12/08,2,26
2331,2023/12/08,3,23
2332,2023/12/08,4,25
2333,2023/12/08,5,17
2334,2023/12/08,6,20
2335,2023/12/08,7,23
2336,2023/12/08,8,24
2337,2023/12/08,9,25
2338,2023/12/08,10,15
2339,2023/12/08,11,23
2340,2023/12/08,12,19
2341,2023/12/08,13,23
2342,2023/12/08,14,32
2343,2023/12/08,15,57
2344,2023/12/08,16,54
2345,2023/12/08,17,48
2346,2023/12/08,18,51
2347,2023/12/08,19,50
2348,2023/12/08,20,42
2349,2023/12/08,21,43
2350,2023/12/08,22,36
2351,2023/12/08,23,35
2352,2023/12/09,0,28
2353,2023/12/09,1,34
2354,2023/12/09,2,30
2355,2023/12/09,3,19
2356,2023/12/09,4,23
2357,2023/12/09,5,20
2358,2023/12/09,6,24
2359,2023/12/09,7,21
2360,2023/12/09,8,22
2361,2023/12/09,9,9
2362,2023/12/09,10,16
2363,2023/12/09,11,8
2364,2023/12/09,12,11
2365,2023/12/09,13,24
2366,2023/12/09,14,26
2367,2023/12/09,15,38
2368,2023/12/09,16,23
2369,2023/12/09,17,38
2370,2023/12/09,18,31
2371,2023/12/09,19,40
2372,2023/12/09,20,24
2373,2023/12/09,21,25
2374,2023/12/09,22,21
2375,2023/12/09,23,19
2376,2023/12/10,0,25
2377,2023/12/10,1,18
2378,2023/12/10,2,19
2379,2023/12/10,3,17
2380,2023/12/10,4,19
2381,2023/12/10,5,20
2382,2023/12/10,6,18
2383,2023/12/10,7,17
2384,2023/12/10,8,19
2385,2023/12/10,9,12
2386,2023/12/10,10,8
2387,2023/12/10,11,7
2388,2023/12/10,12,9
2389,2023/12/10,13,15
2390,2023/12/10,14,22
2391,2023/12/10,15,17
2392,2023/12/10,16,20
2393,2023/12/10,17,26
2394,2023/12/10,18,26
2395,2023/12/10,19,25
2396,2023/12/10,20,26
2397,2023/12/10,21,25
2398,2023/12/10,22,21
2399,2023/12/10,23,23
2400,2023/12/11,0,24
2401,2023/12/11,1,24
2402,2023/12/11,2,24
2403,2023/12/11,3,24
2404,2023/12/11,4,20
2405,2023/12/11,5,20
2406,2023/12/11,6,22
2407,2023/12/11,7,25
2408,2023/12/11,8,23
2409,2023/12/11,9,21
2410,2023/12/11,10,24
2411,2023/12/11,11,22
2412,2023/12/11,12,25
2413,2023/12/11,13,31
2414,2023/12/11,14,33
2415,2023/12/11,15,36
2416,2023/12/11,16,40
2417,2023/12/11,17,29
2418,2023/12/11,18,38
2419,2023/12/11,19,34
2420,2023/12/11,20,33
2421,2023/12/11,21,30
2422,2023/12/11,22,42
2423,2023/12/11,23,32
2424,2023/12/12,0,33
2425,2023/12/12,1,32
2426,2023/12/12,2,32
2427,2023/12/12,3,33
2428,2023/12/12,4,32
2429,2023/12/12,5,31
2430,2023/12/12,6,29
2431,2023/12/12,7,29
2432,2023/12/12,8,29
2433,2023/12/12,9,27
2434,2023/12/12,10,22
2435,2023/12/12,11,33
2436,2023/12/12,12,37
2437,2023/12/12,13,34
2438,2023/12/12,14,24
2439,2023/12/12,15,21
2440,2023/12/12,16,26
2441,2023/12/12,17,27
2442,2023/12/12,18,21
2443,2023/12/12,19,21
2444,2023/12/12,20,17
2445,2023/12/12,21,14
2446,2023/12/12,22,17
2447,2023/12/12,23,17
2448,2023/12/13,0,9
2449,2023/12/13,1,10
2450,2023/12/13,2,10
2451,2023/12/13,3,16
2452,2023/12/13,4,16
2453,2023/12/13,5,11
2454,2023/12/13,6,15
2455,2023/12/13,7,15
2456,2023/12/13,8,12
2457,2023/12/13,9,19
2458,2023/12/13,10,17
2459,2023/12/13,11,25
2460,2023/12/13,12,30
2461,2023/12/13,13,31
2462,2023/12/13,14,32
2463,2023/12/13,15,22
2464,2023/12/13,16,29
2465,2023/12/13,17,30
2466,2023/12/13,18,28
2467,2023/12/13,19,36
2468,2023/12/13,20,36
2469,2023/12/13,21,31
2470,2023/12/13,22,30
2471,2023/12/13,23,28
2472,2023/12/14,0,26
2473,2023/12/14,1,25
2474,2023/12/14,2,21
2475,2023/12/14,3,20
2476,2023/12/14,4,21
2477,2023/12/14,5,24
2478,2023/12/14,6,25
2479,2023/12/14,7,25
2480,2023/12/14,8,23
2481,2023/12/14,9,20
2482,2023/12/14,10,27
2483,2023/12/14,11,25
2484,2023/12/14,12,22
2485,2023/12/14,13,30
2486,2023/12/14,14,28
2487,2023/12/14,15,27
2488,2023/12/14,16,31
2489,2023/12/14,17,27
2490,2023/12/14,18,30
2491,2023/12/14,19,35
2492,2023/12/14,20,26
2493,2023/12/14,21,32
2494,2023/12/14,22,32
2495,2023/12/14,23,27
2496,2023/12/15,0,31
2497,2023/12/15,1,24
2498,2023/12/15,2,22
2499,2023/12/15,3,23
2500,2023/12/15,4,18
2501,2023/12/15,5,20
2502,2023/12/15,6,20
2503,2023/12/15,7,26
2504,2023/12/15,8,26
2505,2023/12/15,9,25
2506,2023/12/15,10,21
2507,2023/12/15,11,28
2508,2023/12/15,12,29
2509,2023/12/15,13,31
2510,2023/12/15,14,30
2511,2023/12/15,15,26
2512,2023/12/15,16,18
2513,2023/12/15,17,21
2514,2023/12/15,18,18
2515,2023/12/15,19,18
2516,2023/12/15,20,18
2517,2023/12/15,21,12
2518,2023/12/15,22,15
2519,2023/12/15,23,13
2520,2023/12/16,0,11
2521,2023/12/16,1,9
2522,2023/12/16,2,10
2523,2023/12/16,3,15
2524,2023/12/16,4,9
2525,2023/12/16,5,11
2526,2023/12/16,6,13
2527,2023/12/16,7,14
2528,2023/12/16,8,14
2529,2023/12/16,9,20
2530,2023/12/16,10,21
2531,2023/12/16,11,13
2532,2023/12/16,12,13
2533,2023/12/16,13,9
2534,2023/12/16,14,10
2535,2023/12/16,15,13
2536,2023/12/16,16,10
2537,2023/12/16,17,8
2538,2023/12/16,18,10
2539,2023/12/16,19,10
2540,2023/12/16,20,7
2541,2023/12/16,21,7
2542,2023/12/16,22,8
2543,2023/12/16,23,6
2544,2023/12/17,0,6
2545,2023/12/17,1,12
2546,2023/12/17,2,11
2547,2023/12/17,3,9
2548,2023/12/17,4,11
2549,2023/12/17,5,9
2550,2023/12/17,6,6
2551,2023/12/17,7,11
2552,2023/12/17,8,10
2553,2023/12/17,9,11
2554,2023/12/17,10,14
2555,2023/12/17,11,13
2556,2023/12/17,12,20
2557,2023/12/17,13,25
2558,2023/12/17,14,23
2559,2023/12/17,15,16
2560,2023/12/17,16,17
2561,2023/12/17,17,25
2562,2023/12/17,18,29
2563,2023/12/17,19,28
2564,2023/12/17,20,14
2565,2023/12/17,21,16
2566,2023/12/17,22,17
2567,2023/12/17,23,15
2568,2023/12/18,0,20
2569,2023/12/18,1,17
2570,2023/12/18,2,19
2571,2023/12/18,3,16
2572,2023/12/18,4,16
2573,2023/12/18,5,18
2574,2023/12/18,6,17
2575,2023/12/18,7,19
2576,2023/12/18,8,19
2577,2023/12/18,9,17
2578,2023/12/18,10,15
2579,2023/12/18,11,14
2580,2023/12/18,12,17
2581,2023/12/18,13,17
2582,2023/12/18,14,23
2583,2023/12/18,15,19
2584,2023/12/18,16,13
2585,2023/12/18,17,15
2586,2023/12/18,18,13
2587,2023/12/18,19,14
2588,2023/12/18,20,22
2589,2023/12/18,21,16
2590,2023/12/18,22,17
2591,2023/12/18,23,17
2592,2023/12/19,0,13
2593,2023/12/19,1,19
2594,2023/12/19,2,17
2595,2023/12/19,3,14
2596,2023/12/19,4,14
2597,2023/12/19,5,15
2598,2023/12/19,6,13
2599,2023/12/19,7,13
2600,2023/12/19,8,18
2601,2023/12/19,9,9
2602,2023/12/19,10,10
2603,2023/12/19,11,15
2604,2023/12/19,12,17
2605,2023/12/19,13,18
2606,2023/12/19,14,15
2607,2023/12/19,15,18
2608,2023/12/19,16,20
2609,2023/12/19,17,20
2610,2023/12/19,18,16
2611,2023/12/19,19,17
2612,2023/12/19,20,10
2613,2023/12/19,21,10
2614,2023/12/19,22,8
2615,2023/12/19,23,9
2616,2023/12/20,0,7
2617,2023/12/20,1,8
2618,2023/12/20,2,7
2619,2023/12/20,3,9
2620,2023/12/20,4,8
2621,2023/12/20,5,5
2622,2023/12/20,6,5
2623,2023/12/20,7,9
2624,2023/12/20,8,7
2625,2023/12/20,9,8
2626,2023/12/20,10,9
2627,2023/12/20,11,10
2628,2023/12/20,12,11
2629,2023/12/20,13,11
2630,2023/12/20,14,11
2631,2023/12/20,15,11
2632,2023/12/20,16,12
2633,2023/12/20,17,13
2634,2023/12/20,18,11
2635,2023/12/20,19,11
2636,2023/12/20,20,9
2637,2023/12/20,21,10
2638,2023/12/20,22,11
2639,2023/12/20,23,8
2640,2023/12/21,0,8
2641,2023/12/21,1,7
2642,2023/12/21,2,6
2643,2023/12/21,3,8
2644,2023/12/21,4,7
2645,2023/12/21,5,9
2646,2023/12/21,6,9
2647,2023/12/21,7,10
2648,2023/12/21,8,9
2649,2023/12/21,9,10
2650,2023/12/21,10,12
2651,2023/12/21,11,15
2652,2023/12/21,12,17
2653,2023/12/21,13,17
2654,2023/12/21,14,17
2655,2023/12/21,15,24
2656,2023/12/21,16,19
2657,2023/12/21,17,21
2658,2023/12/21,18,18
2659,2023/12/21,19,20
2660,2023/12/21,20,13
2661,2023/12/21,21,14
2662,2023/12/21,22,18
2663,2023/12/21,23,11
2664,2023/12/22,0,8
2665,2023/12/22,1,9
2666,2023/12/22,2,9
2667,2023/12/22,3,13
2668,2023/12/22,4,14
2669,2023/12/22,5,13
2670,2023/12/22,6,9
2671,2023/12/22,7,15
2672,2023/12/22,8,23
2673,2023/12/22,9,18
2674,2023/12/22,10,24
2675,2023/12/22,11,21
2676,2023/12/22,12,27
2677,2023/12/22,13,25
2678,2023/12/22,14,24
2679,2023/12/22,15,19
2680,2023/12/22,16,24
2681,2023/12/22,17,22
2682,2023/12/22,18,21
2683,2023/12/22,19,18
2684,2023/12/22,20,19
2685,2023/12/22,21,19
2686,2023/12/22,22,17
2687,2023/12/22,23,20
2688,2023/12/23,0,19
2689,2023/12/23,1,24
2690,2023/12/23,2,20
2691,2023/12/23,3,21
2692,2023/12/23,4,23
2693,2023/12/23,5,24
2694,2023/12/23,6,26
2695,2023/12/23,7,26
2696,2023/12/23,8,31
2697,2023/12/23,9,28
2698,2023/12/23,10,25
2699,2023/12/23,11,35
2700,2023/12/23,12,33
2701,2023/12/23,13,38
2702,2023/12/23,14,27
2703,2023/12/23,15,32
2704,2023/12/23,16,20
2705,2023/12/23,17,25
2706,2023/12/23,18,33
2707,2023/12/23,19,29
2708,2023/12/23,20,36
2709,2023/12/23,21,29
2710,2023/12/23,22,24
2711,2023/12/23,23,19
2712,2023/12/24,0,20
2713,2023/12/24,1,13
2714,2023/12/24,2,16
2715,2023/12/24,3,11
2716,2023/12/24,4,17
2717,2023/12/24,5,15
2718,2023/12/24,6,13
2719,2023/12/24,7,11
2720,2023/12/24,8,13
2721,2023/12/24,9,15
2722,2023/12/24,10,12
2723,2023/12/24,11,16
2724,2023/12/24,12,20
2725,2023/12/24,13,10
2726,2023/12/24,14,11
2727,2023/12/24,15,15
2728,2023/12/24,16,14
2729,2023/12/24,17,23
2730,2023/12/24,18,24
2731,2023/12/24,19,23
2732,2023/12/24,20,21
2733,2023/12/24,21,24
2734,2023/12/24,22,16
2735,2023/12/24,23,20
2736,2023/12/25,0,16
2737,2023/12/25,1,14
2738,2023/12/25,2,20
2739,2023/12/25,3,20
2740,2023/12/25,4,19
2741,2023/12/25,5,19
2742,2023/12/25,6,18
2743,2023/12/25,7,18
2744,2023/12/25,8,22
2745,2023/12/25,9,11
2746,2023/12/25,10,16
2747,2023/12/25,11,18
2748,2023/12/25,12,22
2749,2023/12/25,13,26
2750,2023/12/25,14,19
2751,2023/12/25,15,25
2752,2023/12/25,16,24
2753,2023/12/25,17,30
2754,2023/12/25,18,28
2755,2023/12/25,19,24
2756,2023/12/25,20,26
2757,2023/12/25,21,25
2758,2023/12/25,22,24
2759,2023/12/25,23,29
2760,2023/12/26,0,24
2761,2023/12/26,1,27
2762,2023/12/26,2,24
2763,2023/12/26,3,27
2764,2023/12/26,4,22
2765,2023/12/26,5,20
2766,2023/12/26,6,18
2767,2023/12/26,7,14
2768,2023/12/26,8,12
2769,2023/12/26,9,16
2770,2023/12/26,10,19
2771,2023/12/26,11,27
2772,2023/12/26,12,33
2773,2023/12/26,13,32
2774,2023/12/26,14,41
2775,2023/12/26,15,43
2776,2023/12/26,16,38
2777,2023/12/26,17,32
2778,2023/12/26,18,42
2779,2023/12/26,19,36
2780,2023/12/26,20,28
2781,2023/12/26,21,33
2782,2023/12/26,22,32
2783,2023/12/26,23,27
2784,2023/12/27,0,25
2785,2023/12/27,1,27
2786,2023/12/27,2,30
2787,2023/12/27,3,28
2788,2023/12/27,4,29
2789,2023/12/27,5,29
2790,2023/12/27,6,30
2791,2023/12/27,7,32
2792,2023/12/27,8,32
2793,2023/12/27,9,36
2794,2023/12/27,10,30
2795,2023/12/27,11,33
2796,2023/12/27,12,39
2797,2023/12/27,13,33
2798,2023/12/27,14,31
2799,2023/12/27,15,24
2800,2023/12/27,16,32
2801,2023/12/27,17,34
2802,2023/12/27,18,29
2803,2023/12/27,19,25
2804,2023/12/27,20,33
2805,2023/12/27,21,27
2806,2023/12/27,22,28
2807,2023/12/27,23,31
2808,2023/12/28,0,29
2809,2023/12/28,1,29
2810,2023/12/28,2,28
2811,2023/12/28,3,23
2812,2023/12/28,4,11
2813,2023/12/28,5,12
2814,2023/12/28,6,10
2815,2023/12/28,7,8
2816,2023/12/28,8,12
2817,2023/12/28,9,12
2818,2023/12/28,10,10
2819,2023/12/28,11,7
2820,2023/12/28,12,9
2821,2023/12/28,13,16
2822,2023/12/28,14,15
2823,2023/12/28,15,17
2824,2023/12/28,16,18
2825,2023/12/28,17,20
2826,2023/12/28,18,22
2827,2023/12/28,19,19
2828,2023/12/28,20,16
2829,2023/12/28,21,19
2830,2023/12/28,22,22
2831,2023/12/28,23,24
2832,2023/12/29,0,19
2833,2023/12/29,1,20
2834,2023/12/29,2,21
2835,2023/12/29,3,18
2836,2023/12/29,4,11
2837,2023/12/29,5,9
2838,2023/12/29,6,9
2839,2023/12/29,7,10
2840,2023/12/29,8,15
2841,2023/12/29,9,14
2842,2023/12/29,10,11
2843,2023/12/29,11,8
2844,2023/12/29,12,14
2845,2023/12/29,13,16
2846,2023/12/29,14,27
2847,2023/12/29,15,31
2848,2023/12/29,16,28
2849,2023/12/29,17,27
2850,2023/12/29,18,26
2851,2023/12/29,19,28
2852,2023/12/29,20,31
2853,2023/12/29,21,27
2854,2023/12/29,22,24
2855,2023/12/29,23,26
